horizontal velocity [m/s],vertical velocity [m/s]
13.5,-1.000000000000001
13.5,-2.000000000000001
13.5,-2.0000000000000013
13.5,-2.000000000000001
13.5,-1.0000000000000009
13.5,-1.000000000000001
13.5,-3.0000000000000013
13.5,-1.000000000000001
13.5,-2.000000000000001
13.5,-1.000000000000001
13.5,-2.000000000000001
13.5,-1.000000000000001
13.5,-2.000000000000001
13.5,-1.000000000000001
13.5,-2.000000000000001
13.5,-2.000000000000001
13.5,-1.000000000000001
13.5,-2.0000000000000013
13.5,-3.0000000000000013
13.5,-1.000000000000001
13.5,-2.000000000000001
13.5,-2.000000000000001
13.5,-1.000000000000001
13.5,-3.0000000000000013
13.5,-2.0000000000000013
13.5,-2.000000000000001
13.5,-1.000000000000001
13.5,-2.000000000000001
13.5,-1.000000000000001
13.5,-3.0000000000000013
13.5,-2.0000000000000013
13.5,-1.000000000000001
13.5,-2.000000000000001
13.5,-2.0000000000000013
13.5,-2.0000000000000013
13.5,-2.000000000000001
13.5,-1.0000000000000009
13.5,-1.0000000000000009
13.5,-2.000000000000001
13.5,-2.0000000000000013
13.5,-2.0000000000000013
13.5,-3.0000000000000013
13.5,-1.000000000000001
13.5,-2.000000000000001
13.5,-1.0000000000000009
13.5,-1.0000000000000007
13.5,-1.0000000000000007
13.5,-1.0000000000000009
13.5,-2.000000000000001
13.5,-1.000000000000001
13.5,-2.000000000000001
13.5,-1.0000000000000009
13.5,-1.0000000000000009
13.5,-2.000000000000001
13.5,-1.000000000000001
13.5,-2.000000000000001
13.7,-1.0000000000000009
13.7,-1.000000000000001
13.7,-3.0000000000000018
13.7,-3.0000000000000018
13.7,-2.0000000000000013
13.7,-1.0000000000000009
13.7,-1.0000000000000007
13.7,-1.0000000000000007
13.7,-1.0000000000000007
13.7,-1.0000000000000007
13.7,-1.0000000000000007
13.7,-1.0000000000000009
13.7,-2.000000000000001
13.7,-2.000000000000001
13.7,-1.000000000000001
13.7,-2.000000000000001
13.8,-1.0000000000000009
13.8,-1.0000000000000009
13.8,-2.000000000000001
13.8,-1.0000000000000009
13.8,-1.0000000000000007
13.8,-1.0000000000000007
13.8,-1.0000000000000007
13.8,-1.0000000000000007
13.8,-1.0000000000000007
13.8,-1.0000000000000007
13.8,-1.0000000000000009
13.8,-2.000000000000001
13.8,-1.0000000000000009
13.8,-1.0000000000000007
13.8,-1.0000000000000007
13.8,-1.0000000000000009
13.8,-2.000000000000001
13.8,-1.000000000000001
13.8,-2.000000000000001
13.8,-1.000000000000001
13.8,-2.000000000000001
13.9,-1.0000000000000009
13.9,-1.0000000000000009
13.9,-2.0000000000000013
13.9,-3.0000000000000018
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-3.0000000000000013
13.9,-1.000000000000001
13.9,-2.000000000000001
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-2.000000000000001
13.9,-1.000000000000001
13.9,-2.000000000000001
13.9,-1.000000000000001
13.9,-2.000000000000001
13.9,-2.000000000000001
13.9,-1.000000000000001
13.9,-2.0000000000000013
13.9,-3.0000000000000018
13.9,-2.0000000000000013
13.9,-1.000000000000001
13.9,-2.000000000000001
13.9,-1.000000000000001
13.9,-2.000000000000001
13.9,-1.000000000000001
13.9,-2.000000000000001
13.9,-2.0000000000000013
13.9,-3.0000000000000018
13.9,-3.0000000000000018
13.9,-2.0000000000000018
13.9,-3.0000000000000018
13.9,-2.0000000000000013
13.9,-2.0000000000000013
13.9,-3.0000000000000013
13.9,-1.000000000000001
13.9,-1.0000000000000009
13.9,-2.000000000000001
13.9,-1.0000000000000009
13.9,-1.0000000000000009
13.9,-2.000000000000001
13.9,-1.000000000000001
13.9,-3.0000000000000018
13.9,-3.0000000000000018
14.2,-1.000000000000001
14.2,-1.0000000000000007
14.2,-1.0000000000000007
14.2,-1.0000000000000007
14.2,-1.0000000000000007
14.2,-1.000000000000001
14.2,-3.0000000000000013
14.2,-2.0000000000000013
14.2,-2.000000000000001
14.2,-1.0000000000000009
14.2,-1.0000000000000007
14.3,-1.0000000000000009
14.4,-2.000000000000001
14.4,-2.0000000000000013
14.4,-2.0000000000000013
14.4,-2.000000000000001
14.4,-1.000000000000001
14.4,-2.000000000000001
14.4,-2.0000000000000013
14.4,-2.0000000000000013
14.4,-2.0000000000000013
14.4,-2.0000000000000013
14.4,-2.0000000000000013
14.4,-2.000000000000001
14.4,-1.000000000000001
14.4,-2.000000000000001
14.4,-2.0000000000000013
14.4,-3.0000000000000018
14.4,-2.0000000000000013
14.4,-2.0000000000000013
14.4,-2.0000000000000013
14.4,-2.000000000000001
14.4,-1.000000000000001
14.4,-2.000000000000001
14.4,-1.0000000000000009
14.5,-1.0000000000000007
14.7,-1.0000000000000007
14.7,-1.0000000000000007
14.7,-1.0000000000000007
14.7,-1.0000000000000007
14.8,-1.0000000000000007
14.8,-1.0000000000000007
14.8,-1.000000000000001
14.8,-3.0000000000000013
14.8,-1.000000000000001
14.8,-2.000000000000001
14.8,-2.000000000000001
14.8,-1.0000000000000009
14.8,-1.000000000000001
14.8,-3.0000000000000013
14.8,-1.000000000000001
14.8,-2.000000000000001
14.8,-1.0000000000000009
14.8,-1.0000000000000009
14.8,-2.000000000000001
14.8,-1.000000000000001
14.8,-2.000000000000001
14.8,-1.000000000000001
14.8,-2.0000000000000013
14.9,-3.0000000000000013
14.9,-1.000000000000001
14.9,-2.000000000000001
14.9,-2.0000000000000013
14.9,-2.000000000000001
14.9,-1.0000000000000009
14.9,-1.0000000000000007
14.9,-1.0000000000000009
14.9,-2.000000000000001
14.9,-2.0000000000000013
14.9,-2.000000000000001
14.9,-1.000000000000001
14.9,-2.000000000000001
14.9,-1.000000000000001
14.9,-2.0000000000000013
14.9,-3.0000000000000013
14.9,-1.000000000000001
14.9,-2.000000000000001
14.9,-2.000000000000001
14.9,-1.0000000000000009
14.9,-1.0000000000000009
14.9,-2.000000000000001
14.9,-1.0000000000000009
14.9,-1.0000000000000007
14.9,-1.0000000000000009
14.9,-2.000000000000001
14.9,-1.0000000000000009
15.0,-1.0000000000000007
15.0,-1.0000000000000007
15.0,-1.0000000000000007
15.0,-1.0000000000000007
15.0,-1.0000000000000009
15.0,-2.000000000000001
15.0,-1.0000000000000013
15.0,-4.000000000000002
15.0,-2.0000000000000013
15.0,-1.000000000000001
15.0,-2.000000000000001
15.0,-2.0000000000000013
15.0,-2.0000000000000013
15.0,-2.0000000000000013
15.0,-3.0000000000000018
15.0,-2.0000000000000013
15.0,-2.000000000000001
15.0,-1.0000000000000009
15.0,-1.0000000000000009
15.0,-2.000000000000001
15.0,-1.000000000000001
15.0,-2.000000000000001
15.0,-2.0000000000000013
15.0,-2.000000000000001
15.0,-1.000000000000001
15.0,-2.000000000000001
15.0,-2.000000000000001
15.0,-1.000000000000001
15.0,-2.0000000000000013
15.0,-3.0000000000000018
15.0,-2.0000000000000013
15.0,-2.0000000000000013
15.0,-3.0000000000000018
15.0,-3.0000000000000018
15.0,-1.000000000000001
15.0,-2.000000000000001
15.0,-1.0000000000000009
15.0,-1.0000000000000009
15.0,-2.000000000000001
15.0,-2.000000000000001
15.0,-1.0000000000000009
15.0,-1.0000000000000009
15.0,-2.000000000000001
15.0,-1.0000000000000009
15.0,-1.0000000000000007
15.0,-1.000000000000001
15.1,-4.000000000000002
15.3,-2.0000000000000018
15.3,-3.0000000000000018
15.3,-2.0000000000000013
15.3,-2.0000000000000013
15.3,-3.0000000000000018
15.3,-2.0000000000000013
15.3,-1.000000000000001
15.3,-3.0000000000000013
15.3,-2.0000000000000018
15.3,-3.0000000000000018
15.3,-2.000000000000001
